show_id,date_added,release_year,rating,duration,listed_in,description
s160,17-Nov-17,2017,TV-PG,92 min,"Children & Family Movies, Dramas, Romantic Movies",Christmas comes early for an aspiring young journalist when she's sent abroad to get the scoop on a dashing prince who's poised to be king.
s161,5-Dec-19,2019,TV-PG,85 min,"Children & Family Movies, Dramas, Romantic Movies","Christmas brings the ultimate gift to Aldovia: a royal baby. But first, Queen Amber must save her family and kingdom by unwrapping a monarchy mystery."
s162,30-Nov-18,2018,TV-PG,93 min,"Children & Family Movies, Dramas, Romantic Movies","A year after helping Richard secure the crown, Amber returns to Aldovia to plan their wedding. But her simple tastes clash with royal protocol."
s163,20-Dec-16,2016,TV-Y7,22 min,Movies,Parisian teen Marinette transforms herself into superhero Ladybug to find her lonely secret crush Adrien when he runs away from home at Christmas.
s164,1-Jan-20,2004,PG,95 min,"Children & Family Movies, Comedies",Teen Sam meets the boy of her dreams at a dance before returning to toil in her stepmother's diner. Can her lost cell phone bring them together?
s165,1-Dec-19,2019,PG,86 min,"Children & Family Movies, Comedies, Music & Musicals","Despite her vain stepmother and mean stepsisters, an aspiring singer works as an elf at a Christmas tree lot and finds her own holiday miracle."
s166,1-Nov-20,1971,R,137 min,"Classic Movies, Cult Movies, Dramas","In this dark satire from director Stanley Kubrick, a young, vicious sociopath in a dystopian England undergoes an experimental rehabilitation therapy."
s167,1-Apr-18,1993,R,101 min,"Dramas, Romantic Movies","At the center of this engrossing melodrama is a Golden Globe-nominated turn by Debra Winger, who plays a sheltered, slow-witted woman living with her widowed Aunt Frances while working at a dry cleaners."
s168,2-Nov-19,2014,TV-Y7,68 min,"Children & Family Movies, Comedies","In this live-action adventure, the gang heads to Hawaii, where Timmy learns the source of all fairy magic is in dangerous hands."
s169,17-Jan-20,2020,TV-MA,121 min,"Dramas, Thrillers","When gentle, law-abiding Grace confesses to killing her new husband, her skeptical young lawyer sets out to uncover the truth. A film by Tyler Perry."
s170,16-Oct-16,2015,TV-PG,111 min,"Documentaries, International Movies",The filmmaker hunts for the missing puzzle pieces of his family history during a visit with a complex and controversial figure: his grandmother.
s171,15-Dec-19,2016,R,110 min,Dramas,A ruthless corporate headhunter battles his rival for a promotion while dealing with a family crisis that threatens to derail his career.
s172,9-Dec-19,2019,TV-PG,29 min,Movies,M'Dear and her sisters struggle to keep their singing act together before a church Christmas pageant while Grandpa teaches the kids a valuable lesson.
s173,15-Nov-17,2016,TV-14,142 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy",A timid man gets unexpected superpowers while trying to save his family's land and a sacred tree from a ruthless tycoon.
s174,20-Apr-19,2018,TV-MA,168 min,"Dramas, International Movies","A gifted engineer flees his austere roots to pursue wealth and success among Copenhagen's elite, but the pride propelling him threatens to be his ruin."
s175,26-Jan-18,2018,TV-MA,102 min,Comedies,"In a brief life full of triumph and failure, ""National Lampoon"" co-founder Doug Kenney built a comedy empire, molding pop culture in the 1970s."
s176,7-Jan-20,2017,R,92 min,"Dramas, Independent Movies","Following a fatal car crash, a man's spirit remains stuck in the home he shared with his wife as doors into the past and future begin to open."
s177,15-Jul-18,2012,R,86 min,"Comedies, Independent Movies","When his girlfriend walks out and leaves him a wreck, a graphic designer – who seemed to have it all – sets out to discover where he went wrong."
s178,27-Nov-20,2020,TV-Y,22 min,Children & Family Movies,"When a familiar-looking stranger crashes in without a memory, Cory helps him remember the magic of Christmas to save the holiday for everyone."
s179,2-Oct-20,2020,TV-Y,22 min,Children & Family Movies,"Cory, Chrissy and Freddie are on the hunt for king-sized candy bars this Halloween! But are all the treats worth the trek to the spooky side of town?"
s180,4-Aug-20,2020,TV-Y,21 min,Children & Family Movies,"Cory's spending the summer at Camp Friendship with his best friend, Freddie. But jealousy flares when Freddie brings his cousin Rosie along for the ride."
s181,1-Jan-17,2013,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","As her seemingly idyllic life begins to crumble, a lonely woman in a restrictive marriage starts an affair with a gentle bookstore owner."
s182,1-Nov-16,2015,TV-PG,59 min,Documentaries,"Aardman Animations icons Wallace & Gromit, Morph and more join fans and collaborators for a retrospective celebrating the studio's 40th anniversary."
s183,25-Dec-17,2017,TV-MA,93 min,Documentaries,"This documentary dissects the case of a filmmaker whose death, along with the deaths of his wife and daughter, sparked alt-right conspiracy theories."
s184,21-Feb-20,2013,R,86 min,"Comedies, Horror Movies","This spoof on scary movies follows a young couple settling into a new home, where an evil spirit — and horrifyingly hilarious antics — await."
s185,17-Sep-19,2019,TV-14,80 min,"Horror Movies, Independent Movies","When the ghost of her serial killer aunt seemingly resurfaces, Jordan must return to Silver Falls in hopes of finally putting an end to the torment."
s186,15-Feb-17,2015,TV-MA,109 min,"Dramas, Independent Movies, International Movies","Long past his heyday, a still-virile boxer tries to reconnect with his daughter as he confronts the onset of a terminal, degenerative neural disorder."
s187,4-Nov-19,2011,TV-G,92 min,"Children & Family Movies, Comedies, Romantic Movies",Hilary's plan to hire a good-looking guy to act as her boyfriend backfires when she brings him home for the holidays to try and fool her family.
s188,30-Apr-19,2019,TV-MA,92 min,"Comedies, International Movies","When a neighbor blocks their view of the city with a commercial billboard, a Hong Kong family resorts to drastic, imaginative measures to take it down."
s189,1-Sep-17,2017,TV-PG,1 Season,"International TV Shows, TV Dramas, TV Horror","Yijuan and her mentally ill sister Kaiqi struggle to be happy in the face of misfortune, criminal intrigue, marital strife, an exorcism and a ghost."
s190,6-Jul-20,2019,TV-MA,89 min,"Documentaries, Sports Movies","From gifted athlete to professional NBA hooper, Coney Island's Stephon Marbury navigates the pressures, pitfalls and peaks of his basketball journey."
s191,1-May-17,2016,R,96 min,Thrillers,"Obsessed with an unsolved murder case, a crime novelist stuck in an unhappy marriage fantasizes about killing his wife, who soon turns up dead."
s192,5-Mar-19,2017,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",A self-serving mythical creature's bid for invincibility backfires when he finds himself at the mercy of a woman who can see otherworldly beings.
s193,13-Apr-19,2019,TV-MA,95 min,"Dramas, International Movies",A cop in Singapore investigates the disappearance of a Chinese migrant construction worker who spent sleepless nights playing a mysterious video game.
s194,27-Aug-18,2018,TV-MA,87 min,Documentaries,"This documentary takes a deep dive into the benefits, dangers and lingering questions around Kratom leaf as an alternative to opioid painkillers."
s195,20-Mar-20,2020,TV-14,93 min,"Documentaries, International Movies, Sports Movies","Juan Manuel Fangio was the Formula One king, winning five world championships in the early 1950s — before protective gear or safety features were used."
s196,10-Nov-20,2006,TV-14,1 Season,TV Shows,Five kids and their resilient families navigate the treatments and traumas of pediatric cancer in this documentary filmed over the course of six years.
s197,17-Apr-19,2014,R,113 min,"Dramas, Independent Movies, International Movies","A willful young woman is hired to design a garden at Versailles for Louis XIV. Soon, she's ensnared in political and romantic complications."
s198,4-May-18,2018,TV-G,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies","Comedy icon Carol Burnett returns to TV with a panel of clever kids, who help adults and celebrity guests solve their problems with brutal honesty."
s199,26-Oct-19,2019,TV-G,1 Season,"International TV Shows, Romantic TV Shows, Teen TV Shows",A shy college student with a knack for drawing develops a crush on a musically gifted classmate and embarks on a journey of self-discovery.
s200,28-Dec-20,2020,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","Love is as tough as it is sweet for a lovestruck teenager, whose relationship with her next-door neighbor transforms as they grow into adulthood."
s201,21-Sep-20,2020,TV-PG,20 min,Documentaries,The killing of Latasha Harlins became a flashpoint for the 1992 LA uprising. This documentary evocatively explores the 15-year-old's life and dreams.
s202,14-Mar-19,2007,TV-14,117 min,"Dramas, International Movies, Romantic Movies","Self-made millionaire Ian thinks he's found happiness when he marries caring Joanna, but his love is put to the test when he meets stewardess Karyn."
s203,12-Mar-19,2010,TV-14,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows","Raised in America, government agent Choi Kang-Ta returns to Korea with the skills of an assassin and a thirst for revenge on his father’s killers."
s204,15-Oct-16,2016,TV-MA,97 min,"Comedies, International Movies, Sports Movies","When a fit of anger leads to a serious injury, a sidelined soccer star returns to his hometown and reluctantly agrees to train the local youth."
s205,25-Apr-19,2012,TV-MA,98 min,"Comedies, International Movies",A young man struggles with his overbearing mother while looking for romance and a way to kick-start his show business career.
s206,16-Jan-21,2016,PG-13,108 min,"Dramas, Sci-Fi & Fantasy","Overwhelmed by his mother’s illness, a young boy begins to understand human complexity through the fantastic tales of a consoling tree monster."
s207,22-Jul-18,2014,R,125 min,"Dramas, Thrillers",Abel Morales tries to avoid corruption's easy path as he pursues the American Dream amid an increasingly violent business war in 1981 New York City.
s208,28-Apr-17,2014,PG-13,91 min,Documentaries,"This documentary excoriates a noted anti-death-penalty activist and his team, whose questionable methods got a convicted killer freed in 1999."
